TxnFee(MATIC),TxnFee(USD)
0.000483898,0.000402652
0.000360122,0.000299658
0.000487372,0.000405542
0.000791974,0.000659002
0.000283096,0.000235564
0.000229358,0.000190849
0.000479522,0.00039901
0.000451966,0.000376081
0.000211654,0.000176117
0.00043741,0.000363969
0.000228796,0.000190381
0.0003755,0.000312454
0.000487372,0.000405542
0.000483898,0.000402652
0.000360122,0.000299658
0.000791974,0.000659002
0.000435534,0.000362408
0.000229358,0.000190849
0.0003705,0.000308293
0.000232294,0.000193292
0.000479522,0.00039901
0.000218526,0.000181835
0.000443998,0.000369451
0.000211654,0.000176117
0.000522006,0.000434361
0.000456858,0.000380152
0.000222176,0.000184873
0.0004404,0.000366457
0.000925608,0.000770198
0.000217494,0.000180977
0.00027316,0.000227296
0.000213116,0.000177334
0.00021644,0.0001801
0.00045313,0.000377049
0.000444096,0.000369532
0.000363078,0.000302117
0.000229358,0.000190849
0.000229358,0.000190849
0.000229492,0.00019096
0.000488808,0.000406737
0.000363018,0.000302067
0.000222248,0.000184933
0.00049573,0.000412497
0.00027312,0.000227263
0.000468314,0.000389684
0.00042732,0.000355573
0.000312412,0.000259958
0.00024671,0.000205287
0.001024418,0.000852418
0.000229358,0.000190849
0.001092968,0.000909459
0.00055838,0.000464628
0.00027316,0.000227296
0.000253622,0.000211039
0.000488766,0.000406702
0.000241854,0.000201247
0.000444096,0.000369532
0.000229358,0.000190849
0.000222242,0.000184928
0.00045313,0.000377049
0.000488808,0.000406737
0.00049573,0.000412497
0.000363078,0.000302117
0.000229358,0.000190849
0.000651394,0.000542025
0.000468314,0.000389684
0.000575494,0.000478869
0.000229358,0.000190849
0.000363018,0.000302067
0.001024418,0.000852418
0.001260882,0.00104918
0.00034709,0.000288814
0.00027316,0.000227296
0.000419402,0.000348984
0.000488766,0.000406702
0.00042732,0.000355573
0.000444096,0.000369532
0.000229358,0.000190849
0.000241854,0.000201247
0.000229358,0.000190849
0.000253622,0.000211039
0.000488808,0.000406737
0.00045313,0.000377049
0.00049573,0.000412497
0.00027312,0.000227263
0.000468314,0.000389684
0.000229358,0.000190849
0.000222242,0.000184928
0.000620322,0.00051617
0.001024418,0.000852418
0.000363078,0.000302117
0.001092968,0.000909459
0.000360132,0.000299666
0.00024671,0.000205287
0.000229492,0.00019096
0.000488766,0.000406702
0.00027316,0.000227296
0.000444096,0.000369532
0.000229358,0.000190849
0.000363018,0.000302067
0.000241854,0.000201247
0.000229358,0.000190849
0.000488808,0.000406737
0.000468314,0.000389684
0.000963154,0.00080144
0.000253622,0.000211039
0.000229358,0.000190849
0.00042732,0.000355573
0.00049573,0.000412497
0.00045313,0.000377049
0.00027316,0.000227296
0.000575494,0.000478869
0.000312412,0.000259958
0.000222242,0.000184928
0.001009304,0.000839842
0.000488766,0.000406702
0.000651394,0.000542025
0.000229358,0.000190849
0.000241854,0.000201247
0.000363078,0.000302117
0.000444096,0.000369532
0.000229358,0.000190849
0.001049144,0.000872993
0.00027312,0.000227263
0.000468314,0.000389684
0.000488808,0.000406737
0.00049573,0.000412497
0.00045313,0.000377049
0.000363018,0.000302067
0.000229358,0.000190849
0.000229358,0.000190849
0.00034709,0.000288814
0.000222248,0.000184933
0.00027316,0.000227296
0.00055838,0.000464628
0.000229358,0.000190849
0.001009304,0.000839842
0.000419402,0.000348984
0.000253622,0.000211039
0.000212078,0.00017647
0.000488766,0.000406702
0.000241854,0.000201247
0.00024671,0.000205287
0.000444096,0.000369532
0.000963154,0.00080144
0.00049573,0.000412497
0.00042732,0.000355573
0.000363078,0.000302117
0.000468314,0.000389684
0.000222242,0.000184928
0.000488808,0.000406737
0.00045313,0.000377049
0.00027316,0.000227296
0.000924266,0.000769082
0.00070351,0.000585391
0.000229358,0.000190849
0.000363018,0.000302067
0.000229358,0.000190849
0.000360132,0.000299666
0.000488766,0.000406702
0.00090189,0.000750463
0.000241854,0.000201247
0.000229492,0.00019096
0.000229358,0.000190849
0.000444096,0.000369532
0.000924266,0.000769082
0.00027316,0.000227296
0.000488808,0.000406737
0.00045313,0.000377049
0.00049573,0.000412497
0.000253622,0.000211039
0.000468314,0.000389684
0.000229358,0.000190849
0.000229358,0.000190849
0.000312412,0.000259958
0.00090189,0.000750463
0.000363078,0.000302117
0.000229358,0.000190849
0.000241854,0.000201247
0.000222242,0.000184928
0.00027312,0.000227263
0.000651394,0.000542025
0.000575494,0.000478869
0.000488766,0.000406702
0.000363018,0.000302067
0.00027316,0.000227296
0.00100793,0.000838699
0.00042732,0.000355573
0.00049573,0.000412497
0.000468314,0.000389684
0.000444096,0.000369532
0.00045313,0.000377049
0.000229358,0.000190849
0.000488808,0.000406737
0.00034709,0.000288814
0.000963154,0.00080144
0.000229358,0.000190849
0.000229358,0.000190849
0.000241854,0.000201247
0.00069791,0.000580731
0.000488766,0.000406702
0.00024671,0.000205287
0.000253622,0.000211039
0.00027316,0.000227296
0.000363078,0.000302117
0.00096313,0.00080142
0.000419402,0.000348984
0.000222242,0.000184928
0.000963154,0.00080144
0.000444096,0.000369532
0.000488808,0.000406737
0.00049573,0.000412497
0.00045313,0.000377049
0.000468314,0.000389684
0.000229358,0.000190849
0.000241854,0.000201247
0.000360132,0.000299666
0.000229358,0.000190849
0.000363018,0.000302067
0.00027316,0.000227296
0.000488766,0.000406702
0.000229358,0.000190849
0.00027312,0.000227263
0.00042732,0.000355573
0.001024394,0.000852398
0.000229492,0.00019096
0.000253622,0.000211039
0.000229358,0.000190849
0.000363078,0.000302117
0.001024418,0.000852418
0.00049573,0.000412497
0.000312412,0.000259958
0.000438336,0.000364739
0.000834816,0.00069465
0.000651394,0.000542025
0.000444096,0.000369532
0.000575494,0.000478869
0.000241854,0.000201247
0.000468314,0.000389684
0.000229358,0.000190849
0.00045313,0.000377049
0.000222242,0.000184928
0.000488808,0.000406737
0.00055838,0.000464628
0.000222248,0.000184933
0.000229358,0.000190849
0.00027316,0.000227296
0.000488766,0.000406702
0.000363018,0.000302067
0.001024394,0.000852398
0.00024671,0.000205287
0.00049573,0.000412497
0.000229358,0.000190849
0.000253622,0.000211039
0.000363078,0.000302117
0.00034709,0.000288814
0.00042732,0.000355573
0.000963154,0.00080144
0.000444096,0.000369532
0.000241854,0.000201247
0.00045313,0.000377049
0.000229358,0.000190849
0.000468314,0.000389684
0.000419402,0.000348984
0.000488808,0.000406737
0.00027312,0.000227263
0.000222242,0.000184928
0.00027316,0.000227296
0.000229358,0.000190849
0.000229358,0.000190849
0.000488766,0.000406702
0.00049573,0.000412497
0.000363018,0.000302067
0.001085658,0.000903376
0.000360132,0.000299666
0.000444096,0.000369532
0.000229358,0.000190849
0.001024418,0.000852418
0.000253622,0.000211039
0.000363078,0.000302117
0.00045313,0.000377049
0.000229358,0.000190849
0.000651394,0.000542025
0.000241854,0.000201247
0.000229492,0.00019096
0.000575494,0.000478869
0.000468314,0.000389684
0.000488808,0.000406737
0.00042732,0.000355573
0.000229358,0.000190849
0.00027316,0.000227296
0.000488766,0.000406702
0.00049573,0.000412497
0.000222242,0.000184928
0.000312412,0.000259958
0.00024671,0.000205287
0.000444096,0.000369532
0.000901866,0.000750443
0.00090189,0.000750463
0.000385472,0.000320751
0.000363018,0.000302067
0.00045313,0.000377049
0.000229358,0.000190849
0.000468314,0.000389684
0.000241854,0.000201247
0.000229358,0.000190849
0.000488808,0.000406737
0.000363078,0.000302117
0.00027312,0.000227263
0.00027316,0.000227296
0.000229358,0.000190849
0.000253622,0.000211039
0.00034709,0.000288814
0.00055838,0.000464628
0.00049573,0.000412497
0.000444096,0.000369532
0.000963154,0.00080144
0.000488766,0.000406702
0.00096313,0.00080142
0.000419402,0.000348984
0.000222242,0.000184928
0.00027316,0.000227296
0.000241854,0.000201247
0.00045313,0.000377049
0.000468314,0.000389684
0.000488808,0.000406737
0.000229358,0.000190849
0.00042732,0.000355573
0.000229358,0.000190849
0.000360132,0.000299666
0.000363018,0.000302067
0.000963154,0.00080144
0.000229358,0.000190849
0.000229358,0.000190849
0.000488766,0.000406702
0.000444096,0.000369532
0.000651394,0.000542025
0.000901866,0.000750443
0.000575494,0.000478869
0.00049573,0.000412497
0.000253622,0.000211039
0.000363078,0.000302117
0.00027316,0.000227296
0.000241854,0.000201247
0.000222248,0.000184933
0.00045313,0.000377049
0.000488808,0.000406737
0.000312412,0.000259958
0.000372046,0.000309579
0.00024671,0.000205287
0.000222242,0.000184928
0.000229358,0.000190849
0.000468314,0.000389684
0.000963154,0.00080144
0.001131044,0.000941142
0.000229492,0.00019096
0.000229358,0.000190849
0.000488766,0.000406702
0.00049573,0.000412497
0.00027312,0.000227263
0.000241854,0.000201247
0.000444096,0.000369532
0.000363018,0.000302067
0.00027316,0.000227296
0.000229358,0.000190849
0.00034709,0.000288814
0.000253622,0.000211039
0.000229358,0.000190849
0.000468314,0.000389684
0.000488808,0.000406737
0.00090189,0.000750463
0.000363078,0.000302117
0.000874392,0.000727582
0.000620322,0.00051617
0.00042732,0.000355573
0.00045313,0.000377049
0.00096313,0.00080142
0.000229358,0.000190849
0.000229358,0.000190849
0.000241854,0.000201247
0.000488766,0.000406702
0.00027316,0.000227296
0.000222242,0.000184928
0.000444096,0.000369532
0.00049573,0.000412497
0.00090189,0.000750463
0.000360132,0.000299666
0.000468314,0.000389684
0.000363018,0.000302067
0.00045313,0.000377049
0.000419402,0.000348984
0.001024394,0.000852398
0.000229358,0.000190849
0.000229358,0.000190849
0.000488808,0.000406737
0.000253622,0.000211039
0.00027316,0.000227296
0.000229358,0.000190849
0.000363078,0.000302117
0.00090189,0.000750463
0.00049573,0.000412497
0.000241854,0.000201247
0.000651394,0.000542025
0.000575494,0.000478869
0.000444096,0.000369532
0.00024671,0.000205287
0.000488766,0.000406702
0.000312412,0.000259958
0.00027312,0.000227263
0.000222242,0.000184928
0.000453106,0.00037703
0.000427296,0.000355553
0.00046829,0.000389664
0.00096313,0.00080142
0.000488784,0.000406717
0.00090189,0.000750463
0.00027316,0.000227296
0.000229358,0.000190849
0.000241854,0.000201247
0.000363018,0.000302067
0.000229358,0.000190849
0.000488766,0.000406702
0.000229358,0.000190849
0.00055838,0.000464628
0.00049573,0.000412497
0.00034709,0.000288814
0.000444096,0.000369532
0.000363078,0.000302117
0.000253622,0.000211039
0.000212078,0.00017647
0.00090189,0.000750463
0.000473914,0.000394344
0.000241854,0.000201247
0.00096313,0.00080142
0.000360132,0.000299666
0.00027316,0.000227296
0.00049573,0.000412497
0.000488766,0.000406702
0.000229358,0.000190849
0.00045313,0.000377049
0.000444096,0.000369532
0.000963154,0.00080144
0.000363018,0.000302067
0.000488808,0.000406737
0.000229358,0.000190849
0.000229358,0.000190849
0.000222242,0.000184928
0.00042732,0.000355573
0.000468314,0.000389684
0.000253622,0.000211039
0.000363078,0.000302117
0.000241854,0.000201247
0.00027312,0.000227263
0.00024671,0.000205287
0.001024394,0.000852398
0.000312412,0.000259958
0.000575494,0.000478869
0.000444096,0.000369532
0.000488766,0.000406702
0.00049573,0.000412497
0.00045313,0.000377049
0.000419402,0.000348984
0.000651394,0.000542025
0.00027316,0.000227296
0.000229358,0.000190849
0.000229492,0.00019096
0.001024418,0.000852418
0.000488808,0.000406737
0.000229358,0.000190849
0.000363018,0.000302067
0.000468314,0.000389684
0.000229358,0.000190849
0.001024394,0.000852398
0.000253622,0.000211039
0.000241854,0.000201247
0.000222242,0.000184928
0.000229358,0.000190849
0.000363078,0.000302117
0.000444096,0.000369532
0.00034709,0.000288814
0.00042732,0.000355573
0.000488766,0.000406702
0.00027316,0.000227296
0.000229358,0.000190849
0.00049573,0.000412497
0.00045313,0.000377049
0.001800226,0.001497968
0.001024418,0.000852418
0.000229358,0.000190849
0.000468314,0.000389684
0.000229358,0.000190849
0.000488808,0.000406737
0.000363018,0.000302067
0.00027312,0.000227263
0.000222248,0.000184933
0.001186708,0.00098746
0.000241854,0.000201247
0.000229358,0.000190849
0.000253622,0.000211039
0.000360132,0.000299666
0.00024671,0.000205287
0.000222242,0.000184928
0.000363078,0.000302117
0.000444096,0.000369532
0.000834816,0.00069465
0.000438336,0.000364739
0.000575494,0.000478869
0.000651394,0.000542025
0.000364542,0.000303335
0.00049573,0.000412497
0.00055838,0.000464628
0.000486798,0.000405065
0.000488766,0.000406702
0.00027316,0.000227296
0.00063841,0.000531221
0.00045313,0.000377049
0.001146972,0.000954395
0.000468314,0.000389684
0.00042732,0.000355573
0.000229358,0.000190849
0.000229358,0.000190849
0.000488808,0.000406737
0.000419402,0.000348984
0.000363018,0.000302067
0.001085658,0.000903376
0.000241854,0.000201247
0.000312412,0.000259958
0.000444096,0.000369532
0.000229358,0.000190849
0.000253622,0.000211039
0.000229492,0.00019096
0.000222242,0.000184928
0.000363078,0.000302117
0.00049573,0.000412497
0.000486798,0.000405065
0.000488766,0.000406702
0.00027316,0.000227296
0.00027312,0.000227263
0.000963154,0.00080144
0.00045313,0.000377049
0.000468314,0.000389684
0.00096313,0.00080142
0.00024671,0.000205287
0.000229358,0.000190849
0.000241854,0.000201247
0.000229358,0.000190849
0.000488808,0.000406737
0.00042732,0.000355573
0.00034709,0.000288814
0.000444096,0.000369532
0.000363018,0.000302067
0.001069804,0.000890184
0.000253622,0.000211039
0.00027316,0.000227296
0.000486798,0.000405065
0.00049573,0.000412497
0.000488766,0.000406702
0.000363078,0.000302117
0.000229358,0.000190849
0.000651394,0.000542025
0.000468314,0.000389684
0.00045313,0.000377049
0.000575494,0.000478869
0.000222242,0.000184928
0.000901866,0.000750443
0.000229358,0.000190849
0.000241854,0.000201247
0.000229358,0.000190849
0.000488808,0.000406737
0.000360132,0.000299666
0.000444096,0.000369532
0.000486798,0.000405065
0.00090189,0.000750463
0.000229358,0.000190849
0.00027316,0.000227296
0.000468314,0.000389684
0.000363018,0.000302067
0.000901866,0.000750443
0.000488766,0.000406702
0.00045313,0.000377049
0.00049573,0.000412497
0.000229358,0.000190849
0.000241854,0.000201247
0.000229358,0.000190849
0.000253622,0.000211039
0.000312412,0.000259958
0.000488808,0.000406737
0.000444096,0.000369532
0.00042732,0.000355573
0.00027312,0.000227263
0.000229358,0.000190849
0.000419402,0.000348984
0.00027316,0.000227296
0.000486798,0.000405065
0.000363078,0.000302117
0.000229358,0.000190849
0.000963154,0.00080144
0.000222242,0.000184928
0.000229492,0.00019096
0.000241854,0.000201247
0.000488766,0.000406702
0.00045313,0.000377049
0.00049573,0.000412497
0.00055838,0.000464628
0.000222248,0.000184933
0.000468314,0.000389684
0.00096313,0.00080142
0.00024671,0.000205287
0.00034709,0.000288814
0.000229358,0.000190849
0.000363018,0.000302067
0.000488808,0.000406737
0.00027316,0.000227296
0.000486798,0.000405065
0.000253622,0.000211039
0.000444096,0.000369532
0.000963154,0.00080144
0.000229358,0.000190849
0.000651394,0.000542025
0.000575494,0.000478869
0.000241854,0.000201247
0.000229358,0.000190849
0.000363078,0.000302117
0.000488766,0.000406702
0.000222242,0.000184928
0.00042732,0.000355573
0.00049573,0.000412497
0.00045313,0.000377049
0.001024394,0.000852398
0.000468314,0.000389684
0.000360132,0.000299666
0.000229358,0.000190849
0.00027316,0.000227296
0.00027312,0.000227263
0.000488808,0.000406737
0.000486798,0.000405065
0.000444096,0.000369532
0.001024418,0.000852418
0.000363018,0.000302067
0.000229358,0.000190849
0.000488766,0.000406702
0.000620322,0.00051617
0.000212078,0.00017647
0.000241854,0.000201247
0.00049573,0.000412497
0.000253622,0.000211039
0.000468314,0.000389684
0.000229358,0.000190849
0.00104912,0.000872973
0.000419402,0.000348984
0.000363078,0.000302117
0.000222242,0.000184928
0.000312412,0.000259958
0.00045313,0.000377049
0.00024671,0.000205287
0.000229358,0.000190849
0.00027316,0.000227296
0.00042732,0.000355573
0.001024418,0.000852418
0.000229492,0.00019096
0.000488808,0.000406737
0.000486798,0.000405065
0.000444096,0.000369532
0.000488766,0.000406702
0.000249748,0.000207815
0.000651394,0.000542025
0.000249748,0.000207815
0.000575494,0.000478869
0.000229358,0.000190849
0.000249748,0.000207815
0.000241854,0.000201247
0.000468314,0.000389684
0.000363018,0.000302067
0.00049573,0.000412497
0.001024394,0.000852398
0.000229358,0.000190849
0.000253622,0.000211039
0.000229358,0.000190849
0.00034709,0.000288814
0.00045313,0.000377049
0.000363078,0.000302117
0.00027312,0.000227263
0.000229358,0.000190849
0.000229358,0.000190849
0.001085682,0.000903396
0.000222242,0.000184928
0.00027316,0.000227296
0.00055838,0.000464628
0.000488808,0.000406737
0.000486798,0.000405065
0.000488766,0.000406702
0.000444096,0.000369532
0.000229358,0.000190849
0.000249748,0.000207815
0.000249748,0.000207815
0.000241854,0.000201247
0.00049573,0.000412497
0.000468314,0.000389684
0.000249748,0.000207815
0.00042732,0.000355573
0.00171378,0.001426036
0.000360132,0.000299666
0.00024671,0.000205287
0.00090189,0.000750463
0.000222248,0.000184933
0.000229358,0.000190849
0.000253622,0.000211039
0.000363018,0.000302067
0.000486798,0.000405065
0.000488808,0.000406737
0.000488766,0.000406702
0.00027316,0.000227296
0.000444096,0.000369532
0.00045313,0.000377049
0.000249748,0.000207815
0.000241854,0.000201247
0.000363078,0.000302117
0.000229358,0.000190849
0.000249748,0.000207815
0.00105779,0.000880187
0.000229358,0.000190849
0.000419402,0.000348984
0.000312412,0.000259958
0.000249748,0.000207815
0.00049573,0.000412497
0.000468314,0.000389684
0.00098911,0.000823038
0.000222242,0.000184928
0.000229358,0.000190849
0.000488766,0.000406702
0.00045313,0.000377049
0.00027316,0.000227296
0.000241854,0.000201247
0.000249748,0.000207815
0.000488808,0.000406737
0.000651394,0.000542025
0.000444096,0.000369532
0.000575494,0.000478869
0.000486798,0.000405065
0.00096313,0.00080142
0.000249748,0.000207815
0.000229492,0.00019096
0.000249748,0.000207815
0.00027312,0.000227263
0.00034709,0.000288814
0.000229358,0.000190849
0.000253622,0.000211039
0.00042732,0.000355573
0.00049573,0.000412497
0.000468314,0.000389684
0.000363018,0.000302067
0.000241854,0.000201247
0.000957554,0.000796781
0.000229358,0.000190849
0.000363078,0.000302117
0.000249748,0.000207815
0.00027316,0.000227296
0.000229358,0.000190849
0.000488766,0.000406702
0.000486798,0.000405065
0.000222242,0.000184928
0.000249748,0.000207815
0.000488808,0.000406737
0.000444096,0.000369532
0.001024394,0.000852398
0.00045313,0.000377049
0.000360132,0.000299666
0.000249748,0.000207815
0.000468314,0.000389684
0.000229358,0.000190849
0.00024671,0.000205287
0.000212078,0.00017647
0.001018818,0.000847758
0.00049573,0.000412497
0.000241854,0.000201247
0.000253622,0.000211039
0.000363018,0.000302067
0.000229358,0.000190849
0.000249748,0.000207815
0.000229358,0.000190849
0.000486798,0.000405065
0.00042732,0.000355573
0.000363078,0.000302117
0.000488766,0.000406702
0.000249748,0.000207815
0.000488808,0.000406737
0.000444096,0.000369532
0.00027316,0.000227296
0.000312412,0.000259958
0.00027312,0.000227263
0.001024394,0.000852398
0.000249748,0.000207815
0.000651394,0.000542025
0.000468314,0.000389684
0.00049573,0.000412497
0.001080082,0.000898736
0.000834816,0.00069465
0.000438336,0.000364739
0.000575494,0.000478869
0.000419402,0.000348984
0.00055838,0.000464628
0.00045313,0.000377049
0.000229358,0.000190849
0.000222242,0.000184928
0.000229358,0.000190849
0.000229358,0.000190849
0.000241854,0.000201247
0.000249748,0.000207815
0.00042898,0.000356954
0.000253622,0.000211039
0.000229358,0.000190849
0.000486798,0.000405065
0.000363018,0.000302067
0.000229358,0.000190849
0.000488766,0.000406702
0.000488808,0.000406737
0.000249748,0.000207815
0.000444096,0.000369532
0.000363078,0.000302117
0.00027316,0.000227296
0.000229492,0.00019096
0.00034709,0.000288814
0.00024671,0.000205287
0.000222248,0.000184933
0.000249748,0.000207815
0.00042732,0.000355573
0.001146922,0.000954354
0.000468314,0.000389684
0.00049573,0.000412497
0.00122468,0.001019056
0.000229358,0.000190849
0.00045313,0.000377049
0.000241854,0.000201247
0.000249748,0.000207815
0.000229358,0.000190849
0.000486798,0.000405065
0.00027312,0.000227263
0.000488766,0.000406702
0.000222242,0.000184928
0.000253622,0.000211039
0.000363018,0.000302067
0.00027316,0.000227296
0.000249748,0.000207815
0.000444096,0.000369532
0.000651394,0.000542025
0.000229358,0.000190849
0.000575494,0.000478869
0.000488808,0.000406737
0.000360132,0.000299666
0.000249748,0.000207815
0.001069804,0.000890184
0.00042732,0.000355573
0.00096313,0.00080142
0.00049573,0.000412497
0.00045313,0.000377049
0.000486798,0.000405065
0.000249748,0.000207815
0.000468314,0.000389684
0.000241854,0.000201247
0.000229358,0.000190849
0.000363078,0.000302117
0.000249748,0.000207815
0.00024671,0.000205287
0.000229358,0.000190849
0.000419402,0.000348984
0.000444096,0.000369532
0.00027316,0.000227296
0.000488766,0.000406702
0.000488808,0.000406737
0.000253622,0.000211039
0.000222242,0.000184928
0.000249748,0.000207815
0.000494576,0.000411537
0.000363018,0.000302067
0.000963154,0.00080144
0.00049573,0.000412497
0.000249748,0.000207815
0.000312412,0.000259958
0.000241854,0.000201247
0.000229358,0.000190849
0.000486798,0.000405065
0.000249748,0.000207815
0.00096313,0.00080142
0.00045313,0.000377049
0.000229358,0.000190849
0.000468314,0.000389684
0.000229358,0.000190849
0.000488766,0.000406702
0.000444096,0.000369532
0.00055838,0.000464628
0.000488808,0.000406737
0.00027316,0.000227296
0.0004404,0.000366457
0.000218526,0.000181835
0.000444096,0.000369532
0.000791974,0.000659002
0.000483898,0.000402652
0.000487372,0.000405542
0.0003755,0.000312454
0.000456858,0.000380152
0.000479522,0.00039901
0.000360122,0.000299658
0.00043741,0.000363969
0.000249748,0.000207815
0.000296084,0.000246371
0.0003705,0.000308293
0.000229358,0.000190849
0.000228796,0.000190381
0.000211654,0.000176117
0.000260804,0.000217015
0.000443998,0.000369451
0.000791974,0.000659002
0.000522006,0.000434361
0.000444096,0.000369532
0.000487372,0.000405542
0.000451966,0.000376081
0.000586726,0.000488215
0.000436648,0.000363335
0.000599403,0.000498763
0.000286698,0.000238561
0.000312185,0.000259769
0.000370105,0.000307964
0.000264568,0.000220147
0.000285995,0.000237976
0.000326005,0.000271269
0.000273158,0.000227294
0.000469375,0.000390567
0.000989968,0.000823752
0.000463125,0.000385366
0.00055512,0.000461915
0.0005505,0.000458071
0.000290368,0.000241615
0.000604873,0.000503314
0.000450153,0.000374572
0.000609215,0.000506928
0.000286698,0.000238561
0.000312185,0.000259769
0.000264568,0.000220147
0.000370105,0.000307964
0.00088234,0.000734195
0.000537818,0.000447518
0.000544418,0.00045301
0.002610805,0.002172451
0.000655403,0.00054536
0.000571073,0.000475189
0.000326005,0.000271269
0.000285995,0.000237976
0.000599403,0.000498763
0.000535513,0.0004456
0.000989968,0.000823752
0.000546763,0.000454961
0.0005505,0.000458071
0.00027772,0.000231091
0.000286698,0.000238561
0.000450153,0.000374572
0.00055512,0.000461915
0.000312185,0.000259769
0.000370105,0.000307964
0.000264568,0.000220147
0.000604873,0.000503314
0.000273158,0.000227294
0.000469375,0.000390567
0.000326005,0.000271269
0.000609215,0.000506928
0.000599403,0.000498763
0.000463125,0.000385366
0.000989968,0.000823752
0.000285995,0.000237976
0.000652508,0.000542951
0.000450153,0.000374572
0.000286698,0.000238561
0.000554998,0.000461813
0.0005505,0.000458071
0.000264568,0.000220147
0.000370105,0.000307964
0.000571073,0.000475189
0.00055512,0.000461915
0.000312185,0.000259769
0.000604873,0.000503314
0.000290368,0.000241615
0.000326005,0.000271269
0.000469375,0.000390567
0.000599403,0.000498763
0.000273158,0.000227294
0.000609215,0.000506928
0.000450153,0.000374572
0.000285995,0.000237976
0.001066548,0.000887474
0.000463125,0.000385366
0.000286698,0.000238561
0.000546763,0.000454961
0.000564958,0.000470101
0.000264568,0.000220147
0.000370105,0.000307964
0.00055512,0.000461915
0.000708385,0.000589447
0.000604873,0.000503314
0.000312185,0.000259769
0.00035387,0.000294455
0.000285995,0.000237976
0.000599403,0.000498763
0.000326005,0.000271269
0.000450153,0.000374572
0.000609185,0.000506903
0.000571043,0.000475164
0.001066548,0.000887474
0.000469375,0.000390567
0.000286698,0.000238561
0.000273158,0.000227294
0.000652508,0.000542951
0.000463125,0.000385366
0.000604873,0.000503314
0.0005505,0.000458071
0.000554998,0.000461813
0.000370105,0.000307964
0.000264568,0.000220147
0.00055512,0.000461915
0.000312185,0.000259769
0.00055332,0.000460418
0.000599403,0.000498763
0.000290368,0.000241615
0.000544418,0.00045301
0.000285995,0.000237976
0.000326005,0.000271269
0.000450153,0.000374572
0.000546763,0.000454961
0.000609215,0.000506928
0.000286698,0.000238561
0.000989968,0.000823752
0.000604873,0.000503314
0.000571073,0.000475189
0.0005505,0.000458071
0.000370105,0.000307964
0.000312185,0.000259769
0.00027772,0.000231091
0.000273158,0.000227294
0.000285995,0.000237976
0.000264568,0.000220147
0.000469375,0.000390567
0.00055512,0.000461915
0.000599403,0.000498763
0.000326005,0.000271269
0.000463125,0.000385366
0.000286698,0.000238561
