TxnFee(MATIC),TxnFee(USD)
0.001039459,0.000868572
0.001084802,0.000906461
0.000535102,0.000447131
0.001995255,0.001667235
0.001077041,0.000899975
0.000604278,0.000504935
0.001742286,0.001455854
0.000985877,0.000823799
0.000542952,0.000453691
0.002130978,0.001780645
0.00325484,0.002719744
0.000561139,0.000468887
0.000985877,0.000823799
0.000604367,0.000505009
0.00324045,0.00270772
0.000691212,0.000577576
0.001084709,0.000906383
0.000507455,0.000424029
0.000901373,0.000753187
0.001033791,0.000863835
0.000642683,0.000537026
0.001005865,0.000840501
0.001850345,0.001546148
0.000803178,0.000671135
0.000507455,0.000424029
0.000985877,0.000823799
0.001086078,0.000907527
0.000989627,0.000826932
0.002029073,0.001695493
0.001095296,0.000915229
0.001771817,0.00148053
0.000544172,0.00045471
0.001002587,0.000837761
0.001057077,0.000883294
0.001103189,0.000921824
0.001002587,0.000837761
0.000500058,0.000417848
0.001002587,0.000837761
0.003295373,0.002753613
0.000816926,0.000682623
0.002029253,0.001695643
0.003310007,0.002765841
0.000552155,0.00046138
0.00061461,0.000513568
0.000500045,0.000417837
0.000516056,0.000431216
0.000516357,0.000431468
0.000780953,0.000652564
0.000922424,0.000770777
0.001002533,0.000837716
0.001095116,0.000915079
0.00110304,0.0009217
0.001022859,0.000854701
0.001771817,0.00148053
0.001095296,0.000915229
0.000544172,0.00045471
0.002166917,0.001810675
0.00057065,0.000476835
0.001103189,0.000921824
0.001002587,0.000837761
0.000816791,0.00068251
0.001057077,0.000883294
0.002167097,0.001810826
0.001002587,0.000837761
0.003295373,0.002753613
0.001002587,0.000837761
0.001469061,0.001227547
0.00061461,0.000513568
0.000539555,0.000450852
0.003310007,0.002765841
0.001469007,0.001227502
0.000516056,0.000431216
0.000810297,0.000677084
0.000516056,0.000431216
0.001002587,0.000837761
0.00109517,0.000915124
0.001103094,0.000921745
0.000516056,0.000431216
0.000500045,0.000417837
0.000816926,0.000682623
0.001771817,0.00148053
0.002166917,0.001810675
0.001022913,0.000854746
0.00061452,0.000513493
0.001095296,0.000915229
0.000544172,0.00045471
0.002167097,0.001810826
0.001002587,0.000837761
0.001057077,0.000883294
0.00061461,0.000513568
0.001002587,0.000837761
0.003310007,0.002765841
0.00057065,0.000476835
0.003295373,0.002753613
0.000539555,0.000450852
0.000653576,0.000546128
0.000516056,0.000431216
0.001002587,0.000837761
0.001103189,0.000921824
0.000816791,0.00068251
0.001771817,0.00148053
0.001051313,0.000878477
0.001002587,0.000837761
0.000702927,0.000587366
0.00109517,0.000915124
0.001022913,0.000854746
0.001103094,0.000921745
0.001095296,0.000915229
0.003855735,0.003221852
0.000516056,0.000431216
0.000516056,0.000431216
0.000544172,0.00045471
0.002167097,0.001810826
0.003295373,0.002753613
0.000500045,0.000417837
0.001057077,0.000883294
0.001002587,0.000837761
0.00061461,0.000513568
0.000539555,0.000450852
0.000816926,0.000682623
0.003310007,0.002765841
0.001002587,0.000837761
0.001002587,0.000837761
0.001103189,0.000921824
0.001687451,0.001410034
0.001095296,0.000915229
0.001771817,0.00148053
0.000780953,0.000652564
0.00109517,0.000915124
0.001103094,0.000921745
0.001022913,0.000854746
0.002166917,0.001810675
0.000816791,0.00068251
0.000544172,0.00045471
0.00057065,0.000476835
0.002498418,0.002087678
0.003295373,0.002753613
0.001002587,0.000837761
0.000516056,0.000431216
0.00061461,0.000513568
0.000516357,0.000431468
0.003310007,0.002765841
0.001103189,0.000921824
0.000922424,0.000770777
0.001002587,0.000837761
0.001469061,0.001227547
0.001002587,0.000837761
0.000516056,0.000431216
0.001057077,0.000883294
0.00061452,0.000513493
0.000539555,0.000450852
0.001469007,0.001227502
0.001002587,0.000837761
0.001771817,0.00148053
0.001095296,0.000915229
0.002166917,0.001810675
0.001022913,0.000854746
0.000500045,0.000417837
0.000810297,0.000677084
0.001103094,0.000921745
0.000816926,0.000682623
0.002167097,0.001810826
0.00109517,0.000915124
0.001002587,0.000837761
0.003295373,0.002753613
0.00061461,0.000513568
0.003310007,0.002765841
0.000653576,0.000546128
0.000516056,0.000431216
0.000535102,0.000447131
0.000985877,0.000823799
0.001039459,0.000868572
0.000985877,0.000823799
0.000561139,0.000468888
0.001084802,0.000906461
0.000985877,0.000823799
0.002130802,0.001780498
0.000803178,0.000671135
0.000542952,0.000453691
0.001077041,0.000899975
0.001742287,0.001455855
0.000691212,0.000577576
0.001005864,0.0008405
0.001084709,0.000906383
0.000491724,0.000410884
0.000535102,0.000447131
0.002130978,0.001780645
0.000985877,0.000823799
0.00325484,0.002719744
0.001076917,0.000899872
0.001033791,0.000863835
0.00324045,0.00270772
0.000507455,0.000424029
0.000604367,0.000505009
0.001742286,0.001455854
0.00080331,0.000671246
0.001995255,0.001667235
0.00049171,0.000410873
0.001077041,0.000899975
0.001995432,0.001667383
0.000535102,0.000447131
0.000767937,0.000641688
0.001084802,0.000906461
0.00325484,0.002719744
0.001039459,0.000868572
0.000604278,0.000504935
0.000985877,0.000823799
0.000985877,0.000823799
0.000985877,0.000823799
0.000530562,0.000443338
0.000604367,0.000505009
0.001742286,0.001455854
0.001005864,0.0008405
0.001084709,0.000906383
0.000507455,0.000424029
0.00324045,0.00270772
0.001076917,0.000899872
0.000985877,0.000823799
0.000803177,0.000671135
0.002266348,0.00189376
0.000507455,0.000424029
0.000507455,0.000424029
0.000535102,0.000447131
0.001085231,0.000906819
0.001386239,0.001158341
0.002147183,0.001794186
0.000810297,0.000677084
0.003310007,0.002765841
0.000816926,0.000682623
0.000516357,0.000431468
0.000500045,0.000417837
0.000552155,0.00046138
0.003295373,0.002753613
0.001103094,0.000921745
0.00057065,0.000476835
0.000922424,0.000770777
0.001002587,0.000837761
0.001771817,0.00148053
0.001057077,0.000883294
0.001002587,0.000837761
0.001002587,0.000837761
0.001002587,0.000837761
0.002166917,0.001810675
0.00109517,0.000915124
0.001022913,0.000854746
0.00061461,0.000513568
0.000516056,0.000431216
0.001095296,0.000915229
0.001103189,0.000921824
0.000516056,0.000431216
0.000555098,0.000463839
0.003856275,0.003222303
0.000516056,0.000431216
0.000544172,0.00045471
0.000816791,0.00068251
0.003295373,0.002753613
0.003310007,0.002765841
0.000702927,0.000587366
0.000539555,0.000450852
0.002029073,0.001695493
0.001469007,0.001227502
0.001771817,0.00148053
0.001469061,0.001227547
0.001051313,0.000878477
0.001057077,0.000883294
0.001103094,0.000921745
0.001002587,0.000837761
0.001002587,0.000837761
0.00109517,0.000915124
0.001002587,0.000837761
0.001022913,0.000854746
0.000816926,0.000682623
0.00061461,0.000513568
0.001095296,0.000915229
0.001687451,0.001410034
0.000516056,0.000431216
0.000500045,0.000417837
0.00061452,0.000513493
0.001002587,0.000837761
0.001103189,0.000921824
0.000544172,0.00045471
0.002167097,0.001810826
0.003310007,0.002765841
0.003295373,0.002753613
0.00057065,0.000476835
0.002304761,0.001925858
0.000539555,0.000450852
0.000780953,0.000652564
0.00109517,0.000915124
0.001771817,0.00148053
0.001002587,0.000837761
0.001057077,0.000883294
0.001103094,0.000921745
0.000516056,0.000431216
0.001002587,0.000837761
0.001022913,0.000854746
0.00061461,0.000513568
0.001002587,0.000837761
0.001095296,0.000915229
0.000816791,0.00068251
0.003295373,0.002753613
0.000516056,0.000431216
0.002029253,0.001695643
0.000544172,0.00045471
0.001103189,0.000921824
0.000552155,0.00046138
0.001002587,0.000837761
0.002166917,0.001810675
0.003310007,0.002765841
0.000810297,0.000677084
0.001771817,0.00148053
0.000816926,0.000682623
0.00109517,0.000915124
0.001103094,0.000921745
0.001095296,0.000915229
0.00057065,0.000476835
0.001002587,0.000837761
0.001057077,0.000883294
0.000500045,0.000417837
0.001002587,0.000837761
0.00061461,0.000513568
0.001002587,0.000837761
0.001022913,0.000854746
0.000555098,0.000463839
0.000500058,0.000417848
0.002167097,0.001810826
0.000922424,0.000770777
0.003295373,0.002753613
0.000516056,0.000431216
0.000516056,0.000431216
0.001002587,0.000837761
0.000516357,0.000431468
0.001103189,0.000921824
0.003310007,0.002765841
0.000544172,0.00045471
0.002166917,0.001810675
0.001771817,0.00148053
0.000816791,0.00068251
0.000539555,0.000450852
0.000702927,0.000587366
0.001469061,0.001227547
0.001103094,0.000921745
0.001057077,0.000883294
0.001002587,0.000837761
0.001051313,0.000878477
0.001469007,0.001227502
0.00061461,0.000513568
0.001095296,0.000915229
0.00109517,0.000915124
0.00061452,0.000513493
0.002407059,0.002011339
0.001022913,0.000854746
0.003295373,0.002753613
0.001002587,0.000837761
0.000516056,0.000431216
0.000816926,0.000682623
0.001002587,0.000837761
0.00057065,0.000476835
0.001103189,0.000921824
0.001002587,0.000837761
0.001771817,0.00148053
0.003310007,0.002765841
0.000544172,0.00045471
0.002166917,0.001810675
0.000500045,0.000417837
0.000516056,0.000431216
0.000780953,0.000652564
0.000539555,0.000450852
0.002029253,0.001695643
0.00061461,0.000513568
0.001057077,0.000883294
0.001095296,0.000915229
0.001103094,0.000921745
0.001002587,0.000837761
0.00109517,0.000915124
0.001022913,0.000854746
0.000516056,0.000431216
0.000816791,0.00068251
0.003295373,0.002753613
0.001002587,0.000837761
0.000516056,0.000431216
0.001771817,0.00148053
0.003310007,0.002765841
0.002029073,0.001695493
0.001103189,0.000921824
0.001002587,0.000837761
0.001002587,0.000837761
0.000544172,0.00045471
0.001095296,0.000915229
0.000516056,0.000431216
0.000810297,0.000677084
0.00061461,0.000513568
0.001057077,0.000883294
0.001022913,0.000854746
0.000816926,0.000682623
0.000500045,0.000417837
0.000552154,0.00046138
0.00230494,0.001926008
0.00057065,0.000476835
0.00109517,0.000915124
0.000555098,0.000463839
0.001002587,0.000837761
0.001103094,0.000921745
0.003295373,0.002753613
0.002029073,0.001695493
0.001771817,0.00148053
0.001002587,0.000837761
0.003310007,0.002765841
0.001002587,0.000837761
0.000516056,0.000431216
0.000544172,0.00045471
0.001103189,0.000921824
0.000816791,0.00068251
0.000516056,0.000431216
0.00061452,0.000513493
0.001002587,0.000837761
0.003326585,0.002779694
0.000738563,0.000617143
0.003323543,0.002777152
0.000666189,0.000556668
0.000476222,0.000397931
0.001781942,0.00148899
0.001183226,0.000988703
0.001099958,0.000919124
0.000971442,0.000811737
0.001031301,0.000861755
0.000994271,0.000830812
0.000810275,0.000677065
0.00470282,0.003929676
0.001002366,0.000837577
0.000984173,0.000822375
0.000844875,0.000705978
0.003400578,0.002841523
0.000967293,0.00080827
0.001469061,0.001227547
0.001082295,0.000904366
0.000514791,0.000430159
0.001591583,0.001329926
0.001002587,0.000837761
0.001469061,0.001227547
0.001177884,0.00098424
0.001469061,0.001227547
0.001469061,0.001227547
0.001092141,0.000912593
0.000516056,0.000431216
0.001072751,0.00089639
0.000833625,0.000696577
0.003323543,0.002777152
0.000476222,0.000397931
0.003326585,0.002779694
0.000666189,0.000556668
0.000738563,0.000617143
0.001752242,0.001464174
0.000506211,0.00042299
0.001081625,0.000903806
0.00079677,0.000665781
0.003343902,0.002794164
0.000977699,0.000816966
0.00051395,0.000429457
0.000830794,0.000694211
0.001064257,0.000889293
0.001163505,0.000972225
0.001054871,0.00088145
0.000516056,0.000431216
0.001002587,0.000837761
0.003326585,0.002779694
0.000476222,0.000397931
0.001469061,0.001227547
0.000514791,0.000430159
0.000666189,0.000556668
0.000922478,0.000770822
0.003323543,0.002777152
0.003400578,0.002841523
0.001919786,0.001604173
0.000810275,0.000677065
0.000833625,0.000696577
0.001092141,0.000912593
0.001031301,0.000861755
0.000983322,0.000821664
0.000738563,0.000617143
0.001469007,0.001227502
0.001177884,0.00098424
0.001072751,0.00089639
0.001099958,0.000919124
0.001002366,0.000837577
0.000516056,0.000431216
0.000984173,0.000822375
0.003326585,0.002779694
0.000994271,0.000830812
0.000666189,0.000556668
0.000476222,0.000397931
0.001082295,0.000904366
0.001002587,0.000837761
0.000844875,0.000705978
0.003400578,0.002841523
0.001278464,0.001068284
0.000810275,0.000677065
0.001469061,0.001227547
0.001183226,0.000988703
0.001092141,0.000912593
0.000522662,0.000436736
0.000738563,0.000617143
0.003323543,0.002777152
0.001919786,0.001604173
0.000636966,0.000532249
0.000514791,0.000430159
0.001072751,0.00089639
0.000516056,0.000431216
0.000833625,0.000696577
0.000666189,0.000556668
0.001099958,0.000919124
0.003271141,0.002733366
0.000468284,0.000391299
0.001003289,0.000838348
0.00096204,0.000803881
0.000802123,0.000670254
0.000630214,0.000526606
0.002644894,0.002210073
0.00077727,0.000649486
0.00077979,0.000651592
0.000400393,0.000334568
0.000657125,0.000549094
0.000400393,0.000334568
0.000717483,0.000599528
0.001142603,0.000954759
0.000849443,0.000709795
0.002584978,0.002160007
0.000834362,0.000697192
0.000574438,0.00048
0.000518147,0.000432964
0.000401377,0.00033539
0.000779618,0.000651449
0.000765468,0.000639625
0.000916132,0.00076552
0.001493167,0.00124769
0.002587344,0.002161984
0.000855523,0.000714875
0.000841785,0.000703396
0.000920287,0.000768991
0.000648375,0.000541782
0.000630214,0.000526606
0.000370395,0.000309502
0.000371056,0.000310054
0.002644894,0.002210073
0.00077979,0.000651592
0.000773322,0.000646187
0.002584978,0.002160007
0.000406515,0.000339684
0.001142603,0.000954759
0.000518147,0.000432964
0.000849443,0.000709795
0.000834362,0.000697192
0.000802123,0.000670254
0.000401377,0.00033539
0.000574438,0.00048
0.002587344,0.002161984
0.000657125,0.000549094
0.001385955,0.001158104
0.002644894,0.002210073
0.000370395,0.000309502
0.000630214,0.000526606
0.000985534,0.000823512
0.001142561,0.000954724
0.000855523,0.000714875
0.000841785,0.000703396
0.000773322,0.000646187
0.000941763,0.000786937
0.001088143,0.000909252
0.00077979,0.000651592
0.000920287,0.000768991
0.002584978,0.002160007
0.000401377,0.00033539
0.000518147,0.000432964
0.000648375,0.000541782
0.000400393,0.000334568
0.000834362,0.000697192
0.000849443,0.000709795
0.001142603,0.000954759
0.000574438,0.00048
0.002587344,0.002161984
0.002644894,0.002210073
0.000370395,0.000309502
0.000630214,0.000526606
0.000855523,0.000714875
0.001385955,0.001158104
0.000841785,0.000703396
0.00077979,0.000651592
0.000657125,0.000549094
0.002584978,0.002160007
0.000773322,0.000646187
0.000518147,0.000432964
0.000401377,0.00033539
0.000400393,0.000334568
0.000717483,0.000599528
0.002587344,0.002161984
0.000916132,0.00076552
0.000400393,0.000334568
0.000779618,0.000651449
0.000802123,0.000670254
0.000920287,0.000768991
0.000574438,0.00048
0.000834362,0.000697192
0.001142603,0.000954759
0.000765468,0.000639625
0.000849443,0.000709795
0.000630214,0.000526606
0.000370395,0.000309502
0.000648375,0.000541782
0.002644894,0.002210073
0.001385955,0.001158104
0.000406515,0.000339684
0.000401377,0.00033539
0.000855523,0.000714875
0.000518147,0.000432964
0.002587344,0.002161984
0.000773322,0.000646187
0.00077979,0.000651592
0.000841785,0.000703396
0.002584978,0.002160007
0.000834362,0.000697192
0.000630214,0.000526606
0.001142603,0.000954759
0.001142603,0.000954759
0.000574438,0.00048
0.002644894,0.002210073
0.000370395,0.000309502
0.000849443,0.000709795
0.000657125,0.000549094
0.001385955,0.001158104
0.00077979,0.000651592
0.000773322,0.000646187
0.000518147,0.000432964
0.000946712,0.000791072
0.000412902,0.000345021
0.002661637,0.002224064
0.000630214,0.000526606
0.000370395,0.000309502
0.000834362,0.000697192
0.002644894,0.002210073
0.000920287,0.000768991
0.00272084,0.002273534
0.001387111,0.00115907
0.000666993,0.000557339
0.000880088,0.000735402
0.002659203,0.00222203
0.000816349,0.000682141
0.000533025,0.000445396
0.000590932,0.000493783
0.000865956,0.000723593
0.000802181,0.000670302
0.002661637,0.002224064
0.000412902,0.000345021
0.000418187,0.000349437
0.00064831,0.000541728
0.00038103,0.000318389
0.000802004,0.000670155
0.00085832,0.000717212
0.000825155,0.0006895
0.000873834,0.000730176
0.001175412,0.000982174
0.000675994,0.00056486
0.000738085,0.000616743
0.00272084,0.002273534
0.001315461,0.001099199
0.002659203,0.00222203
0.000795527,0.000664742
0.000412902,0.000345021
0.002661637,0.002224064
0.00038103,0.000318389
0.001191528,0.000995641
0.000417553,0.000348907
0.000982124,0.000820663
0.000540353,0.000451519
0.000599056,0.000500571
0.000813209,0.000679517
0.000875706,0.00073174
0.000957371,0.000799979
0.000655609,0.000547827
0.000913743,0.000763524
0.000883673,0.000738397
0.000867984,0.000725287
0.000674502,0.000563614
0.00081756,0.000683153
0.00122036,0.001019733
0.002824886,0.002360475
0.000461983,0.000386033
0.000460851,0.000385087
0.00189961,0.001587314
0.002975302,0.002486162
0.000603567,0.000504341
0.003013886,0.002518403
0.000431457,0.000360525
0.000924386,0.000772417
0.000908343,0.000759012
0.001064864,0.000889801
0.000830794,0.000694211
0.001064257,0.000889293
0.000726253,0.000606857
0.00079677,0.000665781
0.003343902,0.002794164
0.000479136,0.000400366
0.001367313,0.001142527
0.001073939,0.000897383
0.001023774,0.000855466
0.001014113,0.000847393
0.001054871,0.00088145
0.001521127,0.001271053
0.000654346,0.000546771
0.00051337,0.000428972
0.000507455,0.000424029
0.000819731,0.000684967
0.003271141,0.002733366
0.001163505,0.000972225
0.00326815,0.002730866
0.000468284,0.000391299
0.001064257,0.000889293
0.000982764,0.000821197
0.000990983,0.000828066
0.000738563,0.000617143
0.003343902,0.002794164
0.00079677,0.000665781
0.000469121,0.000391997
0.001054871,0.00088145
0.001616696,0.001350911
0.000507455,0.000424029
0.001081625,0.000903806
0.000655086,0.00054739
0.003271141,0.002733366
0.00098566,0.000823617
0.001073939,0.000897383
0.001444577,0.001207088
0.000468284,0.000391299
0.000830794,0.000694211
0.00079677,0.000665781
0.00326815,0.002730866
0.000726253,0.000606857
0.000907103,0.000757975
0.001064257,0.000889293
0.00096777,0.000808668
0.003343902,0.002794164
0.000985877,0.000823799
0.001616696,0.001350911
0.001163505,0.000972225
0.000506211,0.00042299
0.001003289,0.000838348
0.000468284,0.000391299
0.001444577,0.001207088
0.001081625,0.000903806
0.000507455,0.000424029
0.001014113,0.000847393
0.000819731,0.000684967
0.000655086,0.00054739
0.001073939,0.000897383
0.003271141,0.002733366
0.00326815,0.002730866
0.00079677,0.000665781
0.001054871,0.00088145
0.001064257,0.000889293
0.001158253,0.000967836
0.000726253,0.000606857
0.000830794,0.000694211
0.001616696,0.001350911
0.000985877,0.000823799
0.003343902,0.002794164
0.000507455,0.000424029
0.000468284,0.000391299
0.000627704,0.000524509
0.000467503,0.000390645
0.000983874,0.000822126
0.00296624,0.00247859
0.000722503,0.000603724
0.000956547,0.000799291
0.001055055,0.000881604
0.001309928,0.001094576
0.000973837,0.000813739
0.000459027,0.000383563
0.002963528,0.002476324
0.000459027,0.000383563
0.001466005,0.001224993
0.000876806,0.000732659
0.000893984,0.000747013
0.00130988,0.001094536
0.000658559,0.000550292
0.000886569,0.000740817
0.000882335,0.000737279
0.003032219,0.002533722
0.000423308,0.000353716
0.00043578,0.000364138
0.00070395,0.000588221
0.000913938,0.000763687
0.002769197,0.002313941
0.000554565,0.000463395
0.000703312,0.000587687
0.001222867,0.001021827
0.000858456,0.000717326
0.000834369,0.000697199
0.000674509,0.000563619
0.00089296,0.000746158
0.000909102,0.000759645
0.000819269,0.000684581
0.000915609,0.000765083
0.002766665,0.002311825
0.00136862,0.001143619
0.000827675,0.000691605
0.000614812,0.000513737
0.000984969,0.000823041
0.000834598,0.00069739
0.002830792,0.00236541
0.000396428,0.000331255
0.00090095,0.000752834
0.000429588,0.000358963
0.000554565,0.000463395
0.002769197,0.002313941
0.000674509,0.000563619
0.000893005,0.000746195
0.000767911,0.000641667
0.00168909,0.001411404
0.000407366,0.000340395
0.001474939,0.001232459
0.000851518,0.000711529
0.000911668,0.00076179
0.002743215,0.00229223
0.000511629,0.000427517
0.000429588,0.000358963
0.000918343,0.000767368
0.000330075,0.000275811
0.000680045,0.000568246
0.000832856,0.000695935
0.000878122,0.000733759
0.002749648,0.002297606
0.000905424,0.000756573
0.000822927,0.000687638
